ATC,ATC_info,ATC_hierarchy,used_in_diabetes,is_terminal_category,number_of_children,Mechanism of Action,Targets,Indication,ATC Code,Drug Name,RxCUI,Ingredients,Clinical Dose Groups,Dose Form Groups,Branded Dose Groups,mechanism_keywords,num_targets,mechanism_complexity,indication_category,num_dfg,num_ingridients,missing_mechanism,missing_targets,missing_indication,avg_mechanism_similarity,avg_target_overlap
A10BK01,Dapagliflozin,"['A10BK01', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,Dapagliflozin inhibits the sodium-glucose cotransporter 2(SGLT2) which is primarily located in the proximal tubule of the nephron.1 SGLT2 facilitates 90% of glucose reabsorption in the kidneys and so its inhibition allows for glucose to be excreted in the urine.1 This excretion allows for better glycemic control and potentially weight loss in patients with type 2 diabetes mellitus.1,"ASodium/glucose cotransporter 2 (antagonistinhibitor, Humans)","Dapagliflozin is indicated as an adjunct treatment, alongside diet and exercise, to improve glycemic control in patients ≥10 years of age with type 2 diabetes mellitus.13,1,2 For patients with chronic kidney disease at risk of progression, dapagliflozin in used to reduce the risk of sustained eGFR decline, end-stage kidney disease, cardiovascular death, and hospitalization for heart failure.9 Dapagliflozin is also indicated to either reduce the risk of cardiovascular death, hospitalization for heart failure, and urgent heart failure visit in adults with heart failure or reduce the risk of hospitalization for heart failure in adults with type 2 diabetes mellitus and either established cardiovascular disease or multiple cardiovascular risk factors.9 Combination products with dapagliflozin also exist, either as a dapagliflozin-saxagliptin or dapagliflozin-metformin hydrochloride formulation.7,8 Both are used as an adjunct treatment to diet and exercise to improve glycemic control in adults with type 2 diabetes.7,8",A10BK,Sotagliflozin,2638675,sotagliflozin,"sotagliflozin Oral Product, sotagliflozin Pill","Oral Product, Pill","Inpefa Oral Product, Inpefa Pill","['excretion', 'urine', 'its', 'glucose', 'patients', 'inhibits', 'This', 'located', 'be', 'the', 'proximal', 'facilitates', 'glycemic', 'excreted', 'type', 'diabetes', '1', 'SGLT2', 'primarily', 'better', 'sodium', 'reabsorption', '2', 'nephron', '90', 'control', 'with', 'in', 'so', 'allows', 'loss', 'which', 'Dapagliflozin', 'weight', 'and', 'mellitus', 'kidneys', 'is', 'cotransporter', 'for', 'potentially', 'inhibition', 'to', 'tubule', 'of']",2,57,chronic,2,1,False,False,False,0.04873948639573832,0.0
A10BK02,Canagliflozin,"['A10BK02', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"The sodium-glucose co-transporter2 (SGLT2), is found in the proximal tubules of the kidney, and reabsorbs filtered glucose from the renal tubular lumen. Canagliflozin inhibits the SGLT2 co-transporter. This inhibition leads to lower reabsorption of filtered glucose into the body and decreases the renal threshold for glucose (RTG), leading to increased glucose excretion in the urine Label.","ASodium/glucose cotransporter 2 (inhibitor, Humans)",This drug is used in conjunction with diet and exercise to increase glycemic control in adults diagnosed with type 2 diabetes mellitus Label.,A10BK,Bexagliflozin,2627044,bexagliflozin,"bexagliflozin Oral Product, bexagliflozin Pill","Oral Product, Pill","Bexacat Oral Product, Bexacat Pill, Brenzavvy Oral Product, Brenzavvy Pill","['Label', 'excretion', 'urine', 'glucose', 'inhibits', 'This', 'renal', 'the', 'proximal', 'The', 'leads', 'SGLT2', 'increased', 'found', 'sodium', 'Canagliflozin', 'reabsorption', 'tubular', 'in', 'co', 'transporter2', 'kidney', 'body', 'from', 'leading', 'into', 'lumen', 'and', 'filtered', 'RTG', 'reabsorbs', 'for', 'is', 'transporter', 'tubules', 'threshold', 'inhibition', 'to', 'decreases', 'lower', 'of']",2,56,other,2,1,False,False,False,0.051328903289361585,0.00903954802259887
A10BK02,Canagliflozin,"['A10BK02', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"The sodium-glucose co-transporter2 (SGLT2), is found in the proximal tubules of the kidney, and reabsorbs filtered glucose from the renal tubular lumen. Canagliflozin inhibits the SGLT2 co-transporter. This inhibition leads to lower reabsorption of filtered glucose into the body and decreases the renal threshold for glucose (RTG), leading to increased glucose excretion in the urine Label.","ASodium/glucose cotransporter 2 (inhibitor, Humans)",This drug is used in conjunction with diet and exercise to increase glycemic control in adults diagnosed with type 2 diabetes mellitus Label.,A10BK,Sotagliflozin,2638675,sotagliflozin,"sotagliflozin Oral Product, sotagliflozin Pill","Oral Product, Pill","Inpefa Oral Product, Inpefa Pill","['Label', 'excretion', 'urine', 'glucose', 'inhibits', 'This', 'renal', 'the', 'proximal', 'The', 'leads', 'SGLT2', 'increased', 'found', 'sodium', 'Canagliflozin', 'reabsorption', 'tubular', 'in', 'co', 'transporter2', 'kidney', 'body', 'from', 'leading', 'into', 'lumen', 'and', 'filtered', 'RTG', 'reabsorbs', 'for', 'is', 'transporter', 'tubules', 'threshold', 'inhibition', 'to', 'decreases', 'lower', 'of']",2,56,other,2,1,False,False,False,0.051328903289361585,0.00903954802259887
A10BK03,Empagliflozin,"['A10BK03', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"The vast majority of glucose filtered through the glomerulus is reabsorbed within the proximal tubule, primarily via SGLT2 (sodium-glucose linked co-transporter-2) which is responsible for ~90% of the total glucose reabsorption within the kidneys. Na+/K+-ATPase on the basolateral membrane of proximal tubular cells utilize ATP to actively pump Na+ ions into the interstitium surrounding the tubule, establishing a Na+ gradient within the tubular cell. SGLT2 on the apical membrane of these cells then utilize this gradient to facilitate secondary active co-transport of both Na+ and glucose out of the filtrate, thereby reabsorbing glucose back into the blood – inhibiting this co-transport, then, allows for a marked increase in glucosuria and decrease in blood glucose levels.10 Empagliflozin is a potent inhibitor of renal SGLT2 transporters located in the proximal tubules of the kidneys and works to lower blood glucose levels via an increase in glucosuria.18","ASodium/glucose cotransporter 2 (inhibitor, Humans)","Empagliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in patients aged 10 years and older with type 2 diabetes. It is used either alone or in combination with metformin or linagliptin.16,15,18 It is also indicated to reduce the risk of cardiovascular death in adult patients with both type 2 diabetes mellitus and established cardiovascular disease, either alone or as a combination product with metformin.18,21",A10BK,Bexagliflozin,2627044,bexagliflozin,"bexagliflozin Oral Product, bexagliflozin Pill","Oral Product, Pill","Bexacat Oral Product, Bexacat Pill, Brenzavvy Oral Product, Brenzavvy Pill","['total', 'vast', 'glomerulus', '10', 'reabsorption', '2', 'an', 'cells', 'decrease', 'blood', 'basolateral', 'interstitium', 'ATP', 'surrounding', 'apical', 'glucose', 'located', 'marked', 'proximal', 'majority', 'inhibiting', 'increase', 'glucosuria', 'potent', 'out', 'Empagliflozin', 'filtrate', 'allows', 'K', 'which', 'secondary', 'works', 'and', 'for', 'via', 'gradient', 'to', 'tubule', 'then', 'through', 'levels', 'both', 'thereby', 'utilize', 'linked', 'membrane', 'SGLT2', 'primarily', 'these', 'in', '18', 'facilitate', 'reabsorbed', 'filtered', 'transport', 'is', 'on', 'ATPase', 'establishing', 'of', 'reabsorbing', 'renal', 'the', 'back', 'cell', 'The', 'this', 'active', 'inhibitor', 'sodium', 'tubular', 'Na', '90', 'responsible', 'co', 'a', 'transporters', 'into', 'ions', 'pump', 'kidneys', 'transporter', 'tubules', 'within', 'lower', 'actively']",2,144,other,2,1,False,False,False,0.05415432166652289,0.00903954802259887
A10BK03,Empagliflozin,"['A10BK03', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"The vast majority of glucose filtered through the glomerulus is reabsorbed within the proximal tubule, primarily via SGLT2 (sodium-glucose linked co-transporter-2) which is responsible for ~90% of the total glucose reabsorption within the kidneys. Na+/K+-ATPase on the basolateral membrane of proximal tubular cells utilize ATP to actively pump Na+ ions into the interstitium surrounding the tubule, establishing a Na+ gradient within the tubular cell. SGLT2 on the apical membrane of these cells then utilize this gradient to facilitate secondary active co-transport of both Na+ and glucose out of the filtrate, thereby reabsorbing glucose back into the blood – inhibiting this co-transport, then, allows for a marked increase in glucosuria and decrease in blood glucose levels.10 Empagliflozin is a potent inhibitor of renal SGLT2 transporters located in the proximal tubules of the kidneys and works to lower blood glucose levels via an increase in glucosuria.18","ASodium/glucose cotransporter 2 (inhibitor, Humans)","Empagliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in patients aged 10 years and older with type 2 diabetes. It is used either alone or in combination with metformin or linagliptin.16,15,18 It is also indicated to reduce the risk of cardiovascular death in adult patients with both type 2 diabetes mellitus and established cardiovascular disease, either alone or as a combination product with metformin.18,21",A10BK,Sotagliflozin,2638675,sotagliflozin,"sotagliflozin Oral Product, sotagliflozin Pill","Oral Product, Pill","Inpefa Oral Product, Inpefa Pill","['total', 'vast', 'glomerulus', '10', 'reabsorption', '2', 'an', 'cells', 'decrease', 'blood', 'basolateral', 'interstitium', 'ATP', 'surrounding', 'apical', 'glucose', 'located', 'marked', 'proximal', 'majority', 'inhibiting', 'increase', 'glucosuria', 'potent', 'out', 'Empagliflozin', 'filtrate', 'allows', 'K', 'which', 'secondary', 'works', 'and', 'for', 'via', 'gradient', 'to', 'tubule', 'then', 'through', 'levels', 'both', 'thereby', 'utilize', 'linked', 'membrane', 'SGLT2', 'primarily', 'these', 'in', '18', 'facilitate', 'reabsorbed', 'filtered', 'transport', 'is', 'on', 'ATPase', 'establishing', 'of', 'reabsorbing', 'renal', 'the', 'back', 'cell', 'The', 'this', 'active', 'inhibitor', 'sodium', 'tubular', 'Na', '90', 'responsible', 'co', 'a', 'transporters', 'into', 'ions', 'pump', 'kidneys', 'transporter', 'tubules', 'within', 'lower', 'actively']",2,144,other,2,1,False,False,False,0.05415432166652289,0.00903954802259887
A10BK04,Ertugliflozin,"['A10BK04', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"Kidneys play an integral role in glucose homeostasis. After being filtered into urine within the nephron, most of the plasma glucose is reabsorbed through two types of sodium-dependent glucose cotransporters (SGLTs), SGLT1 and SGLT2, expressed in proximal renal tubules.4 More specifically, SGLT2 is responsible for 80–90% of renal glucose reabsorption while SGLT1 is responsible for the remaining 10-20%.4 Under physiological conditions, less than one percent of glucose is excreted in urine.1,4 In the case of hyperglycemia, SGLTs become saturated and the renal threshold for urinary glucose excretion is increased. Kidneys respond to an elevated threshold for glycosuria by elevating glucose reabsorption and increasing maximum glucose reabsorptive capacity.4","ASodium/glucose cotransporter 2 (inhibitor, Humans)","Ertugliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in adult patients with type 2 diabetes mellitus (T2DM).10 It is also available in combination with either metformin or sitagliptin.7,8",A10BK,Bexagliflozin,2627044,bexagliflozin,"bexagliflozin Oral Product, bexagliflozin Pill","Oral Product, Pill","Bexacat Oral Product, Bexacat Pill, Brenzavvy Oral Product, Brenzavvy Pill","['through', 'conditions', 'excretion', 'urine', 'SGLT1', 'glucose', 'being', 'less', 'than', 'while', 'renal', 'role', 'the', 'proximal', 'by', 'most', 'homeostasis', 'excreted', 'physiological', 'saturated', 'remaining', 'increasing', 'types', 'Under', 'elevated', '1', 'cotransporters', 'More', 'SGLT2', 'integral', 'increased', 'become', 'two', 'elevating', '80', 'hyperglycemia', 'sodium', '10', 'reabsorption', 'capacity', 'After', 'urinary', 'nephron', '90', 'maximum', 'in', 'dependent', 'responsible', 'reabsorptive', 'an', 'case', 'Kidneys', 'specifically', 'into', '4', 'In', 'and', 'play', 'plasma', 'reabsorbed', '20', 'filtered', 'SGLTs', 'expressed', 'percent', 'respond', 'for', 'is', 'glycosuria', 'tubules', 'threshold', 'to', 'one', 'within', 'of']",2,107,other,2,1,False,False,False,0.04439758640399567,0.00903954802259887
A10BK04,Ertugliflozin,"['A10BK04', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"Kidneys play an integral role in glucose homeostasis. After being filtered into urine within the nephron, most of the plasma glucose is reabsorbed through two types of sodium-dependent glucose cotransporters (SGLTs), SGLT1 and SGLT2, expressed in proximal renal tubules.4 More specifically, SGLT2 is responsible for 80–90% of renal glucose reabsorption while SGLT1 is responsible for the remaining 10-20%.4 Under physiological conditions, less than one percent of glucose is excreted in urine.1,4 In the case of hyperglycemia, SGLTs become saturated and the renal threshold for urinary glucose excretion is increased. Kidneys respond to an elevated threshold for glycosuria by elevating glucose reabsorption and increasing maximum glucose reabsorptive capacity.4","ASodium/glucose cotransporter 2 (inhibitor, Humans)","Ertugliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in adult patients with type 2 diabetes mellitus (T2DM).10 It is also available in combination with either metformin or sitagliptin.7,8",A10BK,Sotagliflozin,2638675,sotagliflozin,"sotagliflozin Oral Product, sotagliflozin Pill","Oral Product, Pill","Inpefa Oral Product, Inpefa Pill","['through', 'conditions', 'excretion', 'urine', 'SGLT1', 'glucose', 'being', 'less', 'than', 'while', 'renal', 'role', 'the', 'proximal', 'by', 'most', 'homeostasis', 'excreted', 'physiological', 'saturated', 'remaining', 'increasing', 'types', 'Under', 'elevated', '1', 'cotransporters', 'More', 'SGLT2', 'integral', 'increased', 'become', 'two', 'elevating', '80', 'hyperglycemia', 'sodium', '10', 'reabsorption', 'capacity', 'After', 'urinary', 'nephron', '90', 'maximum', 'in', 'dependent', 'responsible', 'reabsorptive', 'an', 'case', 'Kidneys', 'specifically', 'into', '4', 'In', 'and', 'play', 'plasma', 'reabsorbed', '20', 'filtered', 'SGLTs', 'expressed', 'percent', 'respond', 'for', 'is', 'glycosuria', 'tubules', 'threshold', 'to', 'one', 'within', 'of']",2,107,other,2,1,False,False,False,0.04439758640399567,0.00903954802259887
A10BK05,Ipragliflozin,"['A10BK05', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,Not Available,"ASodium/glucose cotransporter 2 (modulator, Humans)",Not Available,A10BK,Bexagliflozin,2627044,bexagliflozin,"bexagliflozin Oral Product, bexagliflozin Pill","Oral Product, Pill","Bexacat Oral Product, Bexacat Pill, Brenzavvy Oral Product, Brenzavvy Pill","['Not', 'Available']",2,2,other,2,1,True,False,True,,0.0
A10BK05,Ipragliflozin,"['A10BK05', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,Not Available,"ASodium/glucose cotransporter 2 (modulator, Humans)",Not Available,A10BK,Sotagliflozin,2638675,sotagliflozin,"sotagliflozin Oral Product, sotagliflozin Pill","Oral Product, Pill","Inpefa Oral Product, Inpefa Pill","['Not', 'Available']",2,2,other,2,1,True,False,True,,0.0
A10BK06,Sotagliflozin,"['A10BK06', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"Sodium-glucose co-transporter types 1 and 2 (SGLT1 and SGLT2) are integral in the transport of glucose in the body. SGLT1 is the major transporter for glucose absorption in the gastrointestinal tract,1 while SGLT2 is the predominant transporter responsible for reabsorption of glucose in the glomerulus.3","ASodium/glucose cotransporter 2 (inhibitor, Humans); ASodium/glucose cotransporter 1 (inhibitor, Humans)","In the US, sotagliflozin is indicated to reduce the risk of cardiovascular death and heart failure in adults with heart failure, type 2 diabetes mellitus, chronic kidney disease, and other cardiovascular risk factors.7",A10BK,Bexagliflozin,2627044,bexagliflozin,"bexagliflozin Oral Product, bexagliflozin Pill","Oral Product, Pill","Bexacat Oral Product, Bexacat Pill, Brenzavvy Oral Product, Brenzavvy Pill","['SGLT1', 'glucose', 'Sodium', 'while', '3', 'the', 'major', 'gastrointestinal', 'types', '1', 'are', 'SGLT2', 'integral', 'glomerulus', 'reabsorption', '2', 'in', 'responsible', 'co', 'body', 'and', 'predominant', 'transport', 'for', 'is', 'transporter', 'tract', 'absorption', 'of']",3,45,chronic,2,1,False,False,False,0.04692373215337518,0.00903954802259887
A10BK06,Sotagliflozin,"['A10BK06', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"Sodium-glucose co-transporter types 1 and 2 (SGLT1 and SGLT2) are integral in the transport of glucose in the body. SGLT1 is the major transporter for glucose absorption in the gastrointestinal tract,1 while SGLT2 is the predominant transporter responsible for reabsorption of glucose in the glomerulus.3","ASodium/glucose cotransporter 2 (inhibitor, Humans); ASodium/glucose cotransporter 1 (inhibitor, Humans)","In the US, sotagliflozin is indicated to reduce the risk of cardiovascular death and heart failure in adults with heart failure, type 2 diabetes mellitus, chronic kidney disease, and other cardiovascular risk factors.7",A10BK,Sotagliflozin,2638675,sotagliflozin,"sotagliflozin Oral Product, sotagliflozin Pill","Oral Product, Pill","Inpefa Oral Product, Inpefa Pill","['SGLT1', 'glucose', 'Sodium', 'while', '3', 'the', 'major', 'gastrointestinal', 'types', '1', 'are', 'SGLT2', 'integral', 'glomerulus', 'reabsorption', '2', 'in', 'responsible', 'co', 'body', 'and', 'predominant', 'transport', 'for', 'is', 'transporter', 'tract', 'absorption', 'of']",3,45,chronic,2,1,False,False,False,0.04692373215337518,0.00903954802259887
A10BK07,Luseogliflozin,"['A10BK07', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,Not Available,No targets found,Not Available,A10BK,Bexagliflozin,2627044,bexagliflozin,"bexagliflozin Oral Product, bexagliflozin Pill","Oral Product, Pill","Bexacat Oral Product, Bexacat Pill, Brenzavvy Oral Product, Brenzavvy Pill","['Not', 'Available']",1,2,other,2,1,True,True,True,,
A10BK07,Luseogliflozin,"['A10BK07', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,Not Available,No targets found,Not Available,A10BK,Sotagliflozin,2638675,sotagliflozin,"sotagliflozin Oral Product, sotagliflozin Pill","Oral Product, Pill","Inpefa Oral Product, Inpefa Pill","['Not', 'Available']",1,2,other,2,1,True,True,True,,
A10BK08,Bexagliflozin,"['A10BK08', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"Bexagliflozin is a highly selective sodium–glucose co-transporter 2 (SGLT2) inhibitor. SGLT2 is located in the proximal renal tubule, a part of the kidney where most reabsorption takes place, and they transport glucose and sodium from the tubular lumen to the epithelium. By inhibiting SGLT2, bexagliflozin reduces glucose reabsorption in the kidney and promotes its excretion in urine. Therefore, in patients with type 2 diabetes mellitus (T2DM), bexagliflozin reduces blood glucose levels independently of insulin sensitivity.4,6","ASodium/glucose cotransporter 2 (inhibitor, Humans)",Bexagliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.6,A10BK,Bexagliflozin,2627044,bexagliflozin,"bexagliflozin Oral Product, bexagliflozin Pill","Oral Product, Pill","Bexacat Oral Product, Bexacat Pill, Brenzavvy Oral Product, Brenzavvy Pill","['levels', 'excretion', 'promotes', 'its', 'glucose', 'place', 'urine', 'patients', 'they', 'renal', 'located', 'the', 'proximal', 'highly', 'where', 'most', 'inhibiting', 'type', 'epithelium', 'part', 'diabetes', 'takes', 'SGLT2', 'selective', 'By', 'inhibitor', 'sodium', 'Therefore', 'reabsorption', 'tubular', 'bexagliflozin', '2', 'with', 'in', 'co', 'a', 'kidney', 'from', '6', 'Bexagliflozin', 'insulin', 'lumen', 'reduces', '4', 'and', 'blood', 'mellitus', 'transport', 'is', 'transporter', 'sensitivity', 'independently', 'T2DM', 'to', 'tubule', 'of']",2,75,other,2,1,False,False,False,0.05078473639870638,0.00903954802259887
A10BK08,Bexagliflozin,"['A10BK08', 'A10BK', 'A10B', 'A10', 'A']",True,1,1,"Bexagliflozin is a highly selective sodium–glucose co-transporter 2 (SGLT2) inhibitor. SGLT2 is located in the proximal renal tubule, a part of the kidney where most reabsorption takes place, and they transport glucose and sodium from the tubular lumen to the epithelium. By inhibiting SGLT2, bexagliflozin reduces glucose reabsorption in the kidney and promotes its excretion in urine. Therefore, in patients with type 2 diabetes mellitus (T2DM), bexagliflozin reduces blood glucose levels independently of insulin sensitivity.4,6","ASodium/glucose cotransporter 2 (inhibitor, Humans)",Bexagliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.6,A10BK,Sotagliflozin,2638675,sotagliflozin,"sotagliflozin Oral Product, sotagliflozin Pill","Oral Product, Pill","Inpefa Oral Product, Inpefa Pill","['levels', 'excretion', 'promotes', 'its', 'glucose', 'place', 'urine', 'patients', 'they', 'renal', 'located', 'the', 'proximal', 'highly', 'where', 'most', 'inhibiting', 'type', 'epithelium', 'part', 'diabetes', 'takes', 'SGLT2', 'selective', 'By', 'inhibitor', 'sodium', 'Therefore', 'reabsorption', 'tubular', 'bexagliflozin', '2', 'with', 'in', 'co', 'a', 'kidney', 'from', '6', 'Bexagliflozin', 'insulin', 'lumen', 'reduces', '4', 'and', 'blood', 'mellitus', 'transport', 'is', 'transporter', 'sensitivity', 'independently', 'T2DM', 'to', 'tubule', 'of']",2,75,other,2,1,False,False,False,0.05078473639870638,0.00903954802259887
A10BX01,Guar gum,"['A10BX01', 'A10BX', 'A10B', 'A10', 'A']",True,1,1,Not Available,No targets found,Not Available,A10BX,Tirzepatide,2601723,tirzepatide,tirzepatide Injectable Product,Injectable Product,"Mounjaro Injectable Product, Zepbound Injectable Product","['Not', 'Available']",1,2,other,1,1,True,True,True,,
A10BX01,Guar gum,"['A10BX01', 'A10BX', 'A10B', 'A10', 'A']",True,1,1,Not Available,No targets found,Not Available,A10BX,Benfluorex,18880,benfluorex,,,,"['Not', 'Available']",1,2,other,0,1,True,True,True,,
A10BX01,Guar gum,"['A10BX01', 'A10BX', 'A10B', 'A10', 'A']",True,1,1,Not Available,No targets found,Not Available,A10BX,Pramlintide,139953,pramlintide,pramlintide Injectable Product,Injectable Product,Symlin Injectable Product,"['Not', 'Available']",1,2,other,1,1,True,True,True,,
A10BX01,Guar gum,"['A10BX01', 'A10BX', 'A10B', 'A10', 'A']",True,1,1,Not Available,No targets found,Not Available,A10BX,Nateglinide,274332,nateglinide,"nateglinide Oral Product, nateglinide Pill","Oral Product, Pill",,"['Not', 'Available']",1,2,other,2,1,True,True,True,,
A10BX01,Guar gum,"['A10BX01', 'A10BX', 'A10B', 'A10', 'A']",True,1,1,Not Available,No targets found,Not Available,A10BX,Guar gum,26344,guar gum,"guar gum Oral Product, guar gum Pill","Oral Product, Pill",,"['Not', 'Available']",1,2,other,2,1,True,True,True,,
A10BX02,Repaglinide,"['A10BX02', 'A10BX', 'A10B', 'A10', 'A']",True,1,1,"Repaglinide activity is dependent on the presence functioning β cells and glucose. In contrast to sulfonylurea insulin secretatogogues, repaglinide has no effect on insulin release in the absence of glucose. Rather, it potentiates the effect of extracellular glucose on ATP-sensitive potassium channel and has little effect on insulin levels between meals and overnight. As such, repaglinide is more effective at reducing postprandial blood glucose levels than fasting blood glucose levels and requires a longer duration of therapy (approximately one month) before decreases in fasting blood glucose are observed. The insulinotropic effects of repaglinide are highest at intermediate glucose levels (3 to 10 mmol/L) and it does not increase insulin release already stimulated by high glucose concentrations (greater than 15 mmol/L). Repaglinide appears to be selective for pancreatic β cells and does not appear to affect skeletal or cardiac muscle or thyroid tissue.","AATP-binding cassette sub-family C member 9 (blocker, Humans); AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AHistamine H1 receptor (antagonist, Humans); UPeroxisome proliferator-activated receptor gamma (agonist, Humans)",As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.,A10BX,Tirzepatide,2601723,tirzepatide,tirzepatide Injectable Product,Injectable Product,"Mounjaro Injectable Product, Zepbound Injectable Product","['therapy', 'postprandial', 'insulinotropic', 'at', 'release', 'appear', 'not', 'contrast', 'muscle', '15', 'secretatogogues', 'presence', '10', 'duration', 'approximately', 'cells', 'tissue', 'blood', 'more', 'cardiac', 'ATP', 'glucose', 'absence', 'observed', 'by', 'be', 'little', 'highest', 'As', 'increase', 'are', 'sensitive', 'selective', 'reducing', 'channel', 'affect', 'and', 'intermediate', 'activity', 'for', 'requires', 'to', 'decreases', 'levels', 'L', 'appears', 'functioning', 'sulfonylurea', 'effect', 'than', 'or', '3', 'Repaglinide', 'repaglinide', 'no', 'concentrations', 'greater', 'potentiates', 'does', 'extracellular', 'meals', 'month', 'it', 'in', 'dependent', 'thyroid', 'pancreatic', 'potassium', 'insulin', 'fasting', 'already', 'is', 'on', 'before', 'of', 'effective', 'the', 'between', 'high', 'The', 'has', 'mmol', 'a', 'stimulated', 'skeletal', 'effects', 'β', 'In', 'Rather', 'such', 'overnight', 'longer', 'one']",5,142,other,1,1,False,False,False,0.06499640131863807,0.07029478458049887
A10BX02,Repaglinide,"['A10BX02', 'A10BX', 'A10B', 'A10', 'A']",True,1,1,"Repaglinide activity is dependent on the presence functioning β cells and glucose. In contrast to sulfonylurea insulin secretatogogues, repaglinide has no effect on insulin release in the absence of glucose. Rather, it potentiates the effect of extracellular glucose on ATP-sensitive potassium channel and has little effect on insulin levels between meals and overnight. As such, repaglinide is more effective at reducing postprandial blood glucose levels than fasting blood glucose levels and requires a longer duration of therapy (approximately one month) before decreases in fasting blood glucose are observed. The insulinotropic effects of repaglinide are highest at intermediate glucose levels (3 to 10 mmol/L) and it does not increase insulin release already stimulated by high glucose concentrations (greater than 15 mmol/L). Repaglinide appears to be selective for pancreatic β cells and does not appear to affect skeletal or cardiac muscle or thyroid tissue.","AATP-binding cassette sub-family C member 9 (blocker, Humans); AATP-binding cassette sub-family C member 8 (inhibitor, Humans); AHistamine H1 receptor (antagonist, Humans); UPeroxisome proliferator-activated receptor gamma (agonist, Humans)",As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.,A10BX,Benfluorex,18880,benfluorex,,,,"['therapy', 'postprandial', 'insulinotropic', 'at', 'release', 'appear', 'not', 'contrast', 'muscle', '15', 'secretatogogues', 'presence', '10', 'duration', 'approximately', 'cells', 'tissue', 'blood', 'more', 'cardiac', 'ATP', 'glucose', 'absence', 'observed', 'by', 'be', 'little', 'highest', 'As', 'increase', 'are', 'sensitive', 'selective', 'reducing', 'channel', 'affect', 'and', 'intermediate', 'activity', 'for', 'requires', 'to', 'decreases', 'levels', 'L', 'appears', 'functioning', 'sulfonylurea', 'effect', 'than', 'or', '3', 'Repaglinide', 'repaglinide', 'no', 'concentrations', 'greater', 'potentiates', 'does', 'extracellular', 'meals', 'month', 'it', 'in', 'dependent', 'thyroid', 'pancreatic', 'potassium', 'insulin', 'fasting', 'already', 'is', 'on', 'before', 'of', 'effective', 'the', 'between', 'high', 'The', 'has', 'mmol', 'a', 'stimulated', 'skeletal', 'effects', 'β', 'In', 'Rather', 'such', 'overnight', 'longer', 'one']",5,142,other,0,1,False,False,False,0.06499640131863807,0.07029478458049887
